Combustível calcinador (t/h),Combustível forno (t/h),Alimentação (t/h),Velocidade do exaustor(%),Temperatura Ar Secundário,O2% - CAIXA,NOx (ppm) - CAIXA,O2% - Saida da Torre de ciclone,Temperatura na Caixa de Fumaça ,Torque do Motor ,CaO Livre
11.621543898711748,9.48317396967732,366.9456265262731,64.56011155846562,1087.0746216174477,3.4623552740408043,1027.1097323192405,4.188641045727547,1041.1465389499656,44.453697853865606,1.6400862222222221
11.617529804207392,9.487971154341516,366.94582526015915,64.55212751121876,1087.242343067322,3.4626006815886656,1027.2056681580984,4.188322324906627,1041.2538510105912,44.47359806062729,1.6441642222222221
11.616689522622284,9.492768267185959,366.94547358240794,64.54415040799971,1087.3738448379195,3.464567591460626,1027.207486744478,4.185803435813445,1041.3115448664328,44.491053164148596,1.648189111111111
11.614518779280115,9.49756838472359,366.9452078756901,64.53611645636005,1087.5833682240936,3.467928031358405,1027.0935825840459,4.184026897819092,1041.3865839153905,44.50592321499011,1.6522142222222223
11.61152395201972,9.501972594115568,366.945294690173,64.52806920960195,1087.8139943817812,3.469892897391112,1027.09914151207,4.184165984777297,1041.4028285552715,44.50988611896346,1.6548786666666666
11.61010661942764,9.506371099176842,366.9455350206302,64.52010241751472,1088.0283578631727,3.472026644043185,1027.0815644881457,4.184158187943203,1041.4099429926603,44.51460354197638,1.6575408888888887
11.608357502849508,9.510774789976319,366.9459015268887,64.51209480784344,1088.2248622410343,3.4737475413747068,1027.017337195653,4.183332351997471,1041.4009995749354,44.51771855401106,1.6601746666666668
11.607267081939852,9.514379170256259,366.946363841112,64.49609402652543,1088.3203209315693,3.4745674085794063,1026.9376057928205,4.180619036757457,1041.3678905663398,44.51713119568535,1.6628151111111114
11.60689911591061,9.517975328667514,366.9463340200368,64.47997906094827,1088.4143125139904,3.4745769037603633,1026.930584294699,4.178590994291297,1041.3322421687062,44.51664435039255,1.665467111111111
11.60769180613241,9.52157822267973,366.94717236866813,64.46394313448202,1088.5150661329412,3.4758693519487536,1026.8827711371243,4.17575645763743,1041.2871281251898,44.51672605145378,1.6681213333333333
11.608361098182877,9.525176402405766,366.94672154176305,64.44767927832356,1088.6909757681615,3.480758714854435,1026.8385019864847,4.172079892596463,1041.236849425901,44.5145353537673,1.670783111111111
11.609837799703435,9.528775564359774,366.94693926212716,64.43180449964126,1088.8726063856445,3.4836362317016,1026.9074661600307,4.168546147948031,1041.1775382510298,44.512671479278055,1.673447111111111
11.610391254545359,9.532378719158663,366.94623472567554,64.41598661755032,1089.0532241731082,3.4859556902477604,1027.0732382036035,4.164219171902694,1041.1232955116664,44.510673989432924,1.6761133333333336
11.610097591976627,9.535975467936048,366.94646976477065,64.39998110383587,1089.2188314325265,3.486973208212047,1027.3181234015185,4.159931330013771,1041.0769198069145,44.50937608472086,1.6787817777777778
11.609809335285087,9.539581514282771,366.9467527794791,64.3840069572698,1089.4178525319714,3.4879196419630927,1027.55764564509,4.155992803667537,1041.02817137602,44.50855983167727,1.6814737777777777
11.608304438064884,9.543180460893803,366.9459882315111,64.36820393097331,1089.6012700485082,3.488646901597173,1027.7529862818262,4.151921959862577,1040.9877116039152,44.508220243776435,1.6841679999999999
11.606953962822855,9.546787070719054,366.9453554689137,64.3520141855538,1089.7744969628259,3.489032124513217,1027.8545729407226,4.148150752533449,1040.9465007244555,44.507558478925944,1.6868644444444445
11.60658837472643,9.550385201312839,366.9461716865452,64.33625317461575,1089.9410649018635,3.489592453935309,1027.9841646104123,4.144959013306066,1040.9012519459407,44.50554382744269,1.6895631111111111
11.606482190357287,9.553977126894194,366.9459883067623,64.32022474416551,1090.124373083664,3.490290903952183,1028.1813854443835,4.1415004723839095,1040.8559363507245,44.50461536220505,1.6922666666666666
11.60654323400077,9.557577213058929,366.9453201848364,64.30420388828138,1090.3283043750055,3.4903925828918183,1028.4751125392584,4.1377895986262825,1040.808763643294,44.50233935699025,1.6949724444444443
11.606781090883404,9.561174006246942,366.9452978200883,64.28822283374947,1090.5537136203534,3.490220537183527,1028.7429903909729,4.134106949427057,1040.759976199832,44.500444288376215,1.6976804444444444
11.60498304062451,9.564775107084518,366.9456716682093,64.27219628931186,1090.804834030412,3.4892363792403907,1028.9131044587318,4.130012335615937,1040.7238651110968,44.50101125402399,1.7004013333333332
11.604430973993493,9.568372147585603,366.94484652708854,64.25629819593372,1091.0468984478664,3.4891106764222224,1028.9296537490766,4.1252426336095,1040.6916703180484,44.49972233098038,1.7031244444444444
11.604778490201346,9.571966829359626,366.94554848678746,64.24010767695272,1091.2847685335091,3.489226746543872,1028.8654625120182,4.121718084549269,1040.6586316972218,44.4963372926704,1.7058497777777777
11.605732537917202,9.575572743263677,366.9457367348605,64.22388174876,1091.4784262785124,3.4917540823820077,1028.6726815728603,4.117778691452924,1040.6227251727,44.49105314757106,1.7085826666666666
